"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","cell_type"
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","43/1403","107/8292",0.401869158878505,2.37512406658629,6.46068594719469,8.0812403214751e-09,2.4549788855339e-06,1.96067775129849e-06,"183/5602/6720/5792/9882/90993/8660/51422/8503/5291/22877/5563/5590/2673/148327/5834/6774/9586/6196/3551/5562/5581/5601/90673/10999/5465/1374/5580/2997/2932/10998/6197/2475/92579/8473/6513/5524/207/64764/5571/208/5770/376497",43,"Neuronal-associated prostate epithelial"
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","55/1403","155/8292",0.354838709677419,2.09716506104431,6.22242772605061,1.42731330554296e-08,2.4549788855339e-06,1.96067775129849e-06,"7481/7474/4040/81029/3480/54361/8503/5291/96459/7482/5563/57600/10325/7855/8408/4041/2887/6249/201163/9706/54468/5578/6196/7477/79726/3551/5562/5604/5894/7248/2932/8322/81617/6197/2475/153129/9681/673/55437/8131/84335/79109/8323/9675/207/729438/51606/57521/7249/3265/1856/92335/1855/208/9894",55,"Neuronal-associated prostate epithelial"
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","50/1403","138/8292",0.36231884057971,2.14137407418885,6.10149688475383,2.98624958495503e-08,3.4242328574151e-06,2.73477593569566e-06,"5602/3099/31/6720/2194/5792/9882/25759/8660/51422/8503/5291/5563/5590/5834/5577/5256/5140/3632/5255/3551/5562/91860/10580/23265/5601/90673/5604/5257/5894/2997/7248/2932/5584/2475/92579/673/8835/3098/207/57521/5575/7249/3265/3636/5571/9847/2203/208/5770",50,"Neuronal-associated prostate epithelial"
"Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","24/1403","48/8292",0.5,2.95509622238061,6.13019041086274,1.27354971145835e-07,1.09525275185418e-05,8.74727564975339e-06,"5095/18/36/501/549/65985/11112/56922/26275/594/3157/3158/5096/4329/39/217/4594/5019/587/30/1892/64087/3033/3712",24,"Neuronal-associated prostate epithelial"
"Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","26/1403","57/8292",0.456140350877193,2.69587725550512,5.79768001861331,3.93007800605421e-07,2.7038936681653e-05,2.15947444122136e-05,"33/31/79993/2194/9415/79071/6319/3295/2180/36/2181/51102/84869/51/1374/51144/8310/60481/201562/39/51495/79966/30/37/1892/3033",26,"Neuronal-associated prostate epithelial"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","60/474","232/8292",0.258620689655172,4.52422522915757,13.405558827002,2.34815081665338e-24,6.92704490912746e-22,5.14121441962002e-22,"72/4629/3679/482/10398/25802/7169/477/23500/171024/1756/2273/633/4811/1292/1291/1284/9260/1466/7168/1282/1281/1290/1465/8910/1289/3672/1278/6443/6383/64423/2275/27295/2335/1293/7414/7057/1277/9124/1287/3688/7094/64236/6641/7171/3693/2200/1837/23345/4627/2274/4000/7791/1634/7431/23353/79188/60/6711/3685",60,"Pericyte/smooth muscle"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","52/474","200/8292",0.26,4.54835443037975,12.5071641376125,2.64588579855727e-21,3.90268155287197e-19,2.89654866368375e-19,"3679/10398/5228/4638/5159/858/857/1292/1291/1284/8395/1282/5154/3909/3910/3672/2316/1278/3913/2335/1293/4660/87/7414/3911/7057/1277/55742/3611/9564/1287/5747/5728/3915/3688/4659/7094/9475/3693/6093/81/7791/2013/10000/894/60/387/3685/7423/1956/7408/5602",52,"Pericyte/smooth muscle"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","40/474","153/8292",0.261437908496732,4.57350872838587,10.9849942453072,1.0845108123686e-16,1.06643563216246e-14,7.9150262797428e-15,"3679/5228/5159/1292/1291/1284/1282/5154/3909/3910/3672/2316/1278/3913/10979/2335/1293/87/7414/3911/7057/1277/55742/3611/1287/5747/3915/3688/7094/3693/2200/81/8440/10000/894/60/3685/7423/1956/3987",40,"Pericyte/smooth muscle"
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","36/474","164/8292",0.219512195121951,3.8400740969435,9.04491610069431,1.25069686065627e-12,9.22388934734003e-11,6.84591965832908e-11,"5350/7225/482/10398/477/5592/4638/3779/1909/150/2983/775/8654/109/5139/2977/4208/493/2982/5332/4659/9475/6546/6093/2770/10000/64764/4209/3708/488/387/291/6722/293/7417/7408",36,"Pericyte/smooth muscle"
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","41/474","227/8292",0.180616740088106,3.15964980761724,8.12341934908735,2.69917954096758e-11,1.59251592917087e-09,1.18195651478159e-09,"4629/3679/10398/4638/5159/8395/5154/3672/2335/6237/4660/87/7414/2934/9564/1073/8874/5747/3688/55740/4659/55970/2260/10552/9475/3693/10152/6093/81/4627/10787/10092/10000/60/387/324/8976/3685/1956/4478/23191",41,"Pericyte/smooth muscle"
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","29/155","169/8292",0.171597633136095,9.17991983202901,14.8276157061938,2.1414618706426e-20,5.09667925212939e-18,4.91409145052723e-18,"91319/81567/6748/9451/9709/9871/7494/84447/51465/9695/10802/7184/4121/55829/6238/27248/6747/6400/2081/51726/10525/3998/29927/55741/10952/9601/10113/10970/23471",29,"Plasma cells"
"Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","7/155","31/8292",0.225806451612903,12.0799167533819,8.52978691204782,1.25630164236033e-06,0.00014949989544088,0.00014414408317608,"90701/60559/9789/29927/28972/58477/10952",7,"Plasma cells"
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","9/155","81/8292",0.111111111111111,5.94408602150538,6.17117199117894,1.82708856175442e-05,0.00144949025899184,0.00139756247881566,"29760/973/27071/25780/5336/930/974/695/2213",9,"Plasma cells"
"Metabolism","Glycan biosynthesis and metabolism","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","4/155","21/8292",0.19047619047619,10.1898617511521,5.81938062372299,0.00054851444079289,0.0273850952358341,0.0264040281353907,"51363/79586/11285/54480",4,"Plasma cells"
"Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","5/155","37/8292",0.135135135135135,7.22929380993897,5.24104980928022,0.000575317126803238,0.0273850952358341,0.0264040281353907,"23495/29760/973/930/695",5,"Plasma cells"
"Genetic Information Processing","Translation","hsa03010","Ribosome","96/1598","173/8292",0.554913294797688,2.87943744709789,12.2053053131727,1.04076738192572e-26,3.65309351055927e-24,3.02370313064735e-24,"28998/29088/6182/63875/200916/64979/6132/51649/51650/51253/64975/51116/6129/6183/64951/60488/51121/79590/64960/55168/6175/64949/11222/6173/6229/64976/6192/65993/28957/78988/64928/51021/55052/128308/6136/118487/6168/51258/51065/9553/6222/54460/6156/6130/6160/6159/6193/6138/51081/25873/6125/6209/4736/6194/6191/9349/6187/6218/6171/10399/6202/23521/11224/6167/6139/6122/6142/6154/9045/6234/6176/6128/6169/6223/64983/54998/6161/6201/6207/6165/6170/6141/6189/6147/6146/6208/6205/6152/6217/6143/6135/6157/6124/6155/3396/3921",96,"Prostate epithelial"
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","75/1598","132/8292",0.568181818181818,2.94828763226761,11.0241204804877,6.05586015526593e-22,1.06280345724917e-19,8.79693369922841e-20,"4541/27068/155066/27089/4540/1345/528/516/4709/4717/4731/29796/9377/4710/1537/4707/4729/4702/4728/9551/4512/4715/4695/4726/9167/4509/4701/506/1349/9550/4712/6391/5464/518/7388/535/4535/4706/509/4716/1351/515/7381/1337/4539/522/10975/4519/517/10063/1340/4514/498/513/537/4538/4718/4537/4708/1329/10476/4508/4513/533/4694/126328/10632/51606/54539/1347/51382/1350/521/7384/4713",75,"Prostate epithelial"
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","102/1598","219/8292",0.465753424657534,2.4167881084232,10.3814609631983,1.36472413174474e-20,1.59672723414135e-18,1.32162758021596e-18,"653689/2053/7422/4541/4257/27089/5587/4540/1345/196/1956/4217/516/4709/4258/4717/4731/873/2309/29796/572/9377/10327/4710/1537/3265/5602/4707/293/207/4729/4702/4728/4512/4715/4695/119391/4726/9167/4259/4509/4701/506/1349/291/4712/5580/9817/1836/6391/7416/518/7388/847/52/4535/4706/509/4716/1351/515/7381/1337/4539/522/10975/25/4519/517/1340/4514/498/5296/5603/513/4538/4718/4537/4708/1329/8503/10476/4508/4513/5795/5747/3725/4694/5879/6416/126328/2353/292/65010/54539/1347/1350/208/6647/7384/10000/4713",102,"Prostate epithelial"
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","99/1598","229/8292",0.432314410480349,2.24327352421969,9.32148462701952,3.2014974099677e-17,2.80931397724665e-15,2.32529811881864e-15,"4541/148327/2181/27089/4540/1345/51422/2180/51287/5563/4217/516/4709/90993/4717/4731/29796/9377/4710/1537/28958/3265/4707/4729/4702/4728/9551/4512/4715/4695/51241/4726/9167/4509/4701/506/1349/4712/6391/116228/518/7388/4535/4706/64223/509/4716/284184/10488/1351/515/7381/1337/51780/4539/522/10975/25915/493753/4519/517/388753/10063/1340/4514/498/5603/513/6194/71/4538/57521/4718/6196/4537/5562/4708/1329/10476/4508/4513/2778/4694/1376/126328/10632/55818/54539/6599/1347/1374/1350/521/64764/7384/7249/91942/6198/4713",99,"Prostate epithelial"
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","108/1598","264/8292",0.409090909090909,2.12276709523268,9.05809662130646,1.38616265295167e-16,8.88378918476731e-15,7.35320382364906e-15,"4129/4128/4541/55630/25800/816/27089/57181/4540/7494/1345/3309/5693/3800/6622/4217/516/4709/5685/4717/4731/29796/9377/4710/1537/22926/7295/5602/4707/293/4729/7280/4702/4728/4512/4715/4695/808/4726/9167/4509/4701/506/1349/203068/291/4712/9817/6391/7416/518/7388/7922/4535/4706/10131/509/4716/4891/5683/25828/1351/515/7381/4137/1337/5714/4539/522/10975/10383/4519/517/7979/1340/4514/498/513/3710/11315/4538/4718/4537/4708/5689/1329/10476/4508/4513/55669/2778/4694/7326/3709/51465/126328/292/9451/54539/1347/817/1350/3708/6647/7384/805/5719/4713",108,"Prostate epithelial"
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","12/110","132/8292",0.0909090909090909,6.85289256198347,7.85927528374929,1.49610181143857e-07,1.58606373895603e-05,1.28974003217677e-05,"4541/4512/4540/4535/4509/4519/4539/4514/4536/4537/4513/4538",12,"Secretory/progenitor-like epithelial"
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","15/110","219/8292",0.0684931506849315,5.16313823163138,7.23928167556879,1.67714503605171e-07,1.58606373895603e-05,1.28974003217677e-05,"2938/4541/4512/4540/4535/3725/4509/4519/4539/4514/4536/2353/4537/4513/4538",15,"Secretory/progenitor-like epithelial"
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","12/110","137/8292",0.0875912408759124,6.60278699402787,7.66694725095386,2.25506692742564e-07,1.58606373895603e-05,1.28974003217677e-05,"5327/445/2938/6385/2950/71/857/3725/8878/1843/60/2353",12,"Secretory/progenitor-like epithelial"
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","14/110","229/8292",0.0611353711790393,4.60849543469631,6.42045245144073,1.7647061961075e-06,9.0802853724641e-05,7.3838189858401e-05,"71/4541/4512/4540/4535/4509/4519/4539/60/4514/4536/4537/4513/4538",14,"Secretory/progenitor-like epithelial"
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","13/110","200/8292",0.065,4.89981818181818,6.47293853448789,2.15172639157917e-06,9.0802853724641e-05,7.3838189858401e-05,"5166/4541/4512/4540/4535/4509/4519/4539/4514/4536/4537/4513/4538",13,"Secretory/progenitor-like epithelial"
